Snowball Map,Company / Account,Street,City,Zip/Postal Code,State/Province (text only),MobilePrimary,BusinessPhone
60123,Big Fish Japanese Cuisine,4364 Woodman Ave,Sherman Oaks,91423,CA,,8187848234
60124,Octopus Japanese Restaurant,227 E Palm Ave,Burbank,91502,CA,,8185566622
60125,Niko Niko Sushi,1212 N San Fernando Blvd Ste B,Burbank,91504,CA,,8188482224
60126,Emon Japanese Restaurant,325 N Pass Ave,Burbank,91505,CA,,8188450089
60127,Burning Bonzai,4408 W Magnolia Blvd,Burbank,91505,CA,,8188483769
60128,Miyako Sushi,5000 Lankershim Blvd,North Hollywood,91601,CA,,8185080788
60129,Sushi Yuzu,10118 Riverside Dr,Toluca Lake,91602,CA,,8187638355
60130,Kabosu,10155 Riverside Dr,Toluca Lake,91602,CA,,8186234425
60131,Sushi Ran,10658 Riverside Dr,North Hollywood,91602,CA,,8186230567
60132,Sushi 101,11331 Moorpark St,North Hollywood,91602,CA,,8187669170
60133,Sushi House,11388 Ventura Blvd,Studio City,91604,CA,,8185063162
60134,Katsu Ya,11680 Ventura Blvd,Studio City,91604,CA,,8189856976
60135,Teru Sushi,11940 Ventura Blvd,Studio City,91604,CA,,8187636201
60136,Ahi Sushi,12915 Ventura Blvd Ste A,Studio City,91604,CA,,8189810277
60137,Good China,12102 1/2 Victory Blvd,North Hollywood,91606,CA,,8187523692
60138,Chengdu House,4805 Whitsett Ave,Valley Village,91607,CA,,8186234988
60139,Sushi Don,4816 Laurel Canyon Blvd,Valley Village,91607,CA,,8187628720
60140,Miya Sushi,5215 Laurel Canyon Blvd,Valley Village,91607,CA,,8187608662
60141,Ramen Naruto,1165 E Alosta Ave,Azusa,91702,CA,,6263353727
60142,Meizhou Express,4518 Maine Ave,Baldwin Park,91706,CA,,6262147776
60143,Wok & Grill,4110 Edison Ave,Chino,91710,CA,,9095482088
60144,Ozeki Sushi,4751 Riverside Dr,Chino,91710,CA,,9093649899
60145,Hans Bbq Teriyaki,5490 Philadelphia St Ste B,Chino,91710,CA,,9096285111
60146,New China Bowl,6939 Schaefer Ave Ste E,Chino,91710,CA,,9095905038
60147,King Kong Sushi,300 N Indian Hill Blvd,Claremont,91711,CA,,9096212772
60148,Blue Fin Sushi & Teriyaki,665 E Foothill Blvd Ste J,Claremont,91711,CA,,9094820300
60149,Hayato Sushi & Grill,950 W Foothill Blvd,Claremont,91711,CA,,9096256250
60150,Sora Japanese Restaurant,519 N Azusa Ave,Covina,91722,CA,,6263321201
60151,Panda Wok,581 N Azusa Ave,Covina,91722,CA,,6268592500
60152,Crazy Rock N Sushi,942 W Arrow Hwy,Covina,91722,CA,,6263342430
60153,Yashima Restaurant,236 E Rowland St,Covina,91723,CA,,6263314240
60154,Golden Shanghai,304 S Wilbur Ave,Covina,91724,CA,,6265882284
60155,Venus Chinese Restaurant,972 N Grand Ave,Covina,91724,CA,,6263398889
60156,Ken's Japanese Restaurant,10006 Foothill Blvd,Rancho Cucamonga,91730,CA,,9099893019
60157,Omokase,8220 Haven Ave Ste 102,Rancho Cucamonga,91730,CA,,9099414111
60158,Yatai Express,8976 Foothill Blvd Ste B6,Rancho Cucamonga,91730,CA,,9099806797
60159,Sushi Wa,9319 Foothill Blvd Ste E,Rancho Cucamonga,91730,CA,,9094847373
60160,Kura Sushi,9659 Milliken Ave Ste 104,Rancho Cucamonga,91730,CA,,9092943429
60161,Satsuma Sushi Japanese Restaurant,9950 Foothill Blvd Ste G,Rancho Cucamonga,91730,CA,,9099417415
60162,China Great Buffett,11860 Valley Blvd,El Monte,91732,CA,,6265758828
60163,Rice Wok Inc,11916 Garvey Ave,El Monte,91732,CA,,6265759185
60164,Great China Express,4323 Cedar Ave,El Monte,91732,CA,,8187166888
60165,Tomo Sushi & Teriyaki,10910 Rush St Ste E,South El Monte,91733,CA,,6264533088
60166,An Tai Chinese Noodle Store,2621 Lee Ave,South El Monte,91733,CA,,6265751908
60167,Sam's Chinese Bbq Restaurant,9624 Garvey Ave,South El Monte,91733,CA,,6264427389
60168,Gyu Kaku Japanese Bbq,12505 N Mainstreet Ste 200,Rancho Cucamonga,91739,CA,,9098994748
60169,Rolling Sushi,12592 Foothill Blvd Ste 150,Rancho Cucamonga,91739,CA,,9098993441
60170,Kabuki Japanese Restaurant,12595 N Mainstreet,Rancho Cucamonga,91739,CA,,9096468555
60171,Anaba Sushi,1758 S Grand Ave,Glendora,91740,CA,,6263354099
60172,Sake Roll,855 W Route 66,Glendora,91740,CA,,6263356961
60173,Hana Haru Japanese Restaurant,956 S Grand Ave,Glendora,91740,CA,,6263350417
60174,Yunnan Garden,1229 S Hacienda Blvd,Hacienda Heights,91745,CA,,6263308145
60175,Sushi Umi,3135 S Hacienda Blvd,Hacienda Heights,91745,CA,,6268986548
60176,Am Japanese Style Inc,18176 Colima Rd,Rowland Heights,91748,CA,,6268397188
60177,Aoki Japanese Restaurant,2307 D St,La Verne,91750,CA,,9095932239
60178,Wabi sabi Japanese Steak House & Sushi Restaurant,2345 Foothill Blvd,La Verne,91750,CA,,9093926808
60179,Abc Cafe,100 N Garfield Ave,Monterey Park,91754,CA,,6265730718
60180,Asia Food Inc,564 Monterey Pass Rd,Monterey Park,91754,CA,,6262841328
60181,Sushi Sai Japanese Restaurant,625 S Atlantic Blvd,Monterey Park,91754,CA,,6263008495
60182,Mandarin Noodle House,701 W Garvey Ave,Monterey Park,91754,CA,,6265709795
60183,Mandarin Deli,728 S Atlantic Blvd Ste 103,Monterey Park,91754,CA,,6262892891
60184,Lake Spring Restaurant,219 E Garvey Ave,Monterey Park,91755,CA,,6262803571
60185,Kam Hong Garden,848 E Garvey Ave Ste A,Monterey Park,91755,CA,,6262809318
60186,Hong Kong Express,960 Ackley St,Monterey Park,91755,CA,,8185650128
60187,La Express Chinese Food,2229 S Mountain Ave,Ontario,91762,CA,,9099883333
60188,Panda Wok,562 W Holt Blvd Ste G,Ontario,91762,CA,,9099848943
60189,Tokyo Wako Ontario,4480 Ontario Mills Pkwy,Ontario,91764,CA,,9094847200
60190,Kyala Japanese Restaurant,1178 S Diamond Bar Blvd,Diamond Bar,91765,CA,,9098609162
60191,Diamond Palace Chinese Seafood Restaurant,225 Gentle Springs Ln,Diamond Bar,91765,CA,,9098606339
60192,Mandarin Taste,23391 Golden Springs Dr,Diamond Bar,91765,CA,,9098611819
60193,Bachans Take Out,2300 South Garfield Avenue,Monterey Park,91754,CA,,6265727010
60194,Rolling Rice,3586 Rosemead Boulevard,Rosemead,91770,CA,,6262887541
60195,China Bistro,8310 Valley Blvd,Rosemead,91770,CA,,6263079328
60196,Northern Chinese Restaurant,8450 Valley Blvd Ste 108,Rosemead,91770,CA,,6262889299
60197,Ji Rong Restaurant,8450 Valley Blvd Ste 115,Rosemead,91770,CA,,6262808600
60198,888 Seafood Restaurant,8450 Valley Blvd Ste 121,Rosemead,91770,CA,FL,6265731888
60199,Huanan Mao Restaurant,8728 Valley Blvd,Rosemead,91770,CA,,6262800588
60200,Big Sky Sushi,536 W Bonita Ave,San Dimas,91773,CA,,9095997833
60201,Royal Panda,855 W Arrow Hwy,San Dimas,91773,CA,,9095927303
60202,Sushi Show,957 W Arrow Hwy,San Dimas,91773,CA,,9095922911
60203,Yung Ho City Restaurant,1045 E Valley Blvd Ste A105,San Gabriel,91776,CA,,6262809317
60204,Ho Kee Cafe,533 S Del Mar Ave,San Gabriel,91776,CA,,6267661076
60205,Benten Ramen,821 W Las Tunas Dr,San Gabriel,91776,CA,,6269105075
60206,Southern Mini Town,833 W Las Tunas Dr,San Gabriel,91776,CA,,6262896578
60207,Chuan's,5807 Rosemead Blvd,Temple City,91780,CA,,6266776667
60208,Dai Ho Restaurant,9148 Las Tunas Dr,Temple City,91780,CA,,6262912295
60209,Kang Kang Food Court,9618 Las Tunas Dr,Temple City,91780,CA,,6263099666
60210,Seafood Village,9669 Las Tunas Dr,Temple City,91780,CA,,6262862299
60211,Arigato Sushi,121 W Foothill Blvd Ste F,Upland,91786,CA,,9099460097
60212,Kishi Japanese Catering,320 W Foothill Blvd,Upland,91786,CA,,9099811770
60213,Rice Berry Thai Kitchen,893 W Foothill Blvd,Upland,91786,CA,,9099469288
60214,Sushi Shiro,967 W Foothill Blvd,Upland,91786,CA,,9099494600
60215,Domo Sushi & Roll,1375 N Grand Ave,Walnut,91789,CA,,9095988291
60216,9177568362-Mr.陈-来取,9479 E Riley St,Zeeland,49464,MI,9177568362,
60217,SAK,136 WEST 3RD STREET,JACKSON,30233,GA,6467171997,7705043066
60218,Ming Garden Chinese Restaurant,1640 Kings Highway North,Cherry Hill,8034,NJ,6462441435,8564286320
60219,9173253888 - Michael 江-CJ 來取,95 MATHEWS DR. SUITE C,HILTON HEAD,29926,SC,9173253888,8433413377
60220,WOK & ROLL,4213 RICHARDSON RD,INDEPENDENCE,41011,KY,8598033892,8596471888
60221,HO KING KITCHEN,423 CENTRAL AVE # A,NEWARK,7107,NJ,6462033999,9734855675
60222,China Pavilion Restaurant,263 Changebridge Rd,Pine Brook,7058,NJ,,9732271006
60223,Wok - Permanently closed,77 Tices Ln # B,East Brunswick,8816,NJ,,7326518881
60224,NEW GOOD FRIENDS,712 BROADWAY,BAYONNE,7002,NJ,3473306831,2014377959
60225,Ninja Sushi,316 N Lemon Ave,Walnut,91789,CA,,9095944306
60226,Fujin Ramen,1017 S Glendora Ave,West Covina,91790,CA,,6268142020
60227,Sakura Japanese Restaurant,533 S Glendora Ave,West Covina,91790,CA,,6269607155
60228,Lu's Chinese Kitchen,987 S Glendora Ave,West Covina,91790,CA,,6268130659
60229,China Blossom,3656 S Nogales St,West Covina,91792,CA,,6269656321
60230,Kai Ramen Alhambra,1261 E Valley Blvd,Alhambra,91801,CA,,6262810811
60231,Good Fortune Chinese Restaurant,2401 US-22 West,Union,7083,NJ,6465258133,9086865188
60232,A C C Chinese Fast Food,38 S Palm Ave,Alhambra,91801,CA,,6262818577
60233,Toros Japanese Fusion Seafood Restaurant,500 W Main St Ste D,Alhambra,91801,CA,,6262816889
60234,Manhing Restaurant,94 Park Ave,Rutherford,7070,NJ,9173309803,2018961888
60235,China China Restaurant,386 E H St Ste 206,Chula Vista,91910,CA,,6195851111
60236,Dragon Express,678 E St,Chula Vista,91910,CA,,6194272111
60237,I Sushi,945 Otay Lakes Rd Ste L,Chula Vista,91913,CA,,6194824856
60238,GREAT WALL,4100 PARK AVE #1,WEEHAWKEN,7086,NJ,9176559889,2018648614
60239,Ginza Sushi,925 E Plaza Blvd Ste 108,National City,91950,CA,,6194742918
60240,JADE HOUSE,1365 16TH ST,FORT LEE,7024,NJ,6462269521,2018868988
60241,China House Express,2615 Sweetwater Springs Blvd Ste A,Spring Valley,91978,CA,,6196609980
60242,Peking Wok Chinese Restaurant,5256 S Mission Rd Ste 303,Bonsall,92003,CA,,7607248078
60243,ASIA GARDEN,480 CHESTNUT ST,UNION,7083,NJ,9082420792,9088519195
60244,Hooked On Sushi,2508 El Camino Real Ste A,Carlsbad,92008,CA,,7604348811
60245,HONG KONG CHINESE RESTAURANT,1507 SUMMIT AVE,UNION CITY,7087,NJ,2013287538,2018661688
60246,Motto Carlsbad,5600 Paseo Del Norte,Carlsbad,92008,CA,,7604318010
60247,CHUN WAI RESTAURANT,1317 NEW YORK AVE,UNION CITY,7087,NJ,9177034651,2012231722
60248,Tomoyama Sushi,6949 El Camino Real Ste 201,Carlsbad,92009,CA,,7609300215
60249,Rock Roll Sushi,2708 Loker Ave W Ste 107,Carlsbad,92010,CA,,7605854971
60250,Sushi Kuthi,7180 Avenida Encinas,Carlsbad,92011,CA,,7604383222
60251,ChopStix,305 W S Orange Ave,Newark,7103,NJ,,9738771866
60252,Tabu Sushi Bar & Grill,2986 Jamacha Rd,El Cajon,92019,CA,,6196708228
60253,Hana Sushi,749 Jamacha Rd,El Cajon,92019,CA,,6193281583
60254,Teriyaki House,693 Parkway Plz,El Cajon,92020,CA,,6194411139
60255,Tokyo Express,242 W Mission Ave Ste C,Escondido,92025,CA,,7607458951
60256,Akita Japanese Restaurant,330 W Felicita Ave Ste C1,Escondido,92025,CA,,7607464131
60257,Chins Szechwan,445 N Escondido Blvd,Escondido,92025,CA,7604340865,7604804115
60258,K & K Orient Valley Food Center,665 N Broadway,Escondido,92025,CA,,7607964176
60259,Gourmet Wok,358 W El Norte Pkwy Ste F,Escondido,92026,CA,,7604808243
60260,Yama Restaurant,1067 S Main Ave,Fallbrook,92028,CA,,7607239788
60261,Yumi Sushi,855 S Main Ave Ste A,Fallbrook,92028,CA,,7606453705
60262,Sushi Mori,2161 Avenida De La Playa,La Jolla,92037,CA,,8585518481
60263,Yukiya,2415 Vista Way,Oceanside,92054,CA,,7604393283
60264,TOP'S CHINA,74 MORRIS ST,MORRISTOWN,7960,NJ,,9738898819
60265,Harney Sushi,301 Mission Ave Ste 102,Oceanside,92054,CA,,7609671820
60266,Chinese Pavilion,276 East Main Street,Denville,7834,NJ,,9739830707
60267,Go Go Japan,4121 Oceanside Blvd Ste 202,Oceanside,92056,CA,,7606301288
60268,Love Boat Sushi,125 Old Grove Rd Ste 5,Oceanside,92057,CA,,7607213737
60269,Tabu Sushi Bar & Grill,9343 Mission Gorge Rd,Santee,92071,CA,,6192018228
60270,Taka Sushi,9535 Mission Gorge Rd,Santee,92071,CA,,6195628006
60271,Domo Sushi,9625 Mission Gorge Rd Ste D,Santee,92071,CA,,6195962882
60272,Lucky Chinese Fast Food,9740 Mission Gorge Rd Ste B,Santee,92071,CA,,6195962978
60273,Station Sushi,125 N Highway 101,Solana Beach,92075,CA,,8584819800
60274,9738128488-laoya老板娘-送餐,400 Minnisink Road,Totowa,7512,NJ,9738128488,9738128488
60275,Samurai Restaurant,979 Lomas Santa Fe Dr,Solana Beach,92075,CA,,8584810032
60276,Sushi Huku,727 W San Marcos Blvd Ste 105,San Marcos,92078,CA,,7605910353
60277,Hyuga Sushi,844 W San Marcos Blvd Ste 108,San Marcos,92078,CA,,7605109307
60278,Flying Dragon,1120 Sycamore Ave Ste I,Vista,92081,CA,,7607277595
60279,Full Moon Sushi & Kitchen Bar,926 5th Ave,San Diego,92101,CA,,6192333711
60280,Hane Sushi,2760 5th Ave Ste 105,San Diego,92103,CA,,6192601411
60281,RK Sushi,334 W Washington St,San Diego,92103,CA,,6195746630
60282,Asian Bistro,414 University Ave,San Diego,92103,CA,,6192964119
60283,Rakitori Japanese Ramen & Yakitori,530 University Ave,San Diego,92103,CA,,6195014091
60284,Masa Japanese Restaurant,928 Fort Stockton Dr Ste 109,San Diego,92103,CA,,6195421354
60285,Maxims Palace Chinese Restaurant,2810 El Cajon Blvd Ste D,San Diego,92104,CA,,6192848888
60286,Riki Sushi,3930 30th St,San Diego,92104,CA,,6192911188
60287,U Mi Sushi Japanese Restaurant,2806 Shelter Island Dr,San Diego,92106,CA,,6192261135
60288,Ekiru Sushi,2850 Womble Rd Ste 105,San Diego,92106,CA,,6192211228
60289,O B Sushi Sushi,4967 Newport Ave Ste 17,San Diego,92107,CA,,6192223288
60290,Chiba Japanese,10435 San Diego Mission Rd,San Diego,92108,CA,,6195841836
60291,Wasabi Sushi,2662 Garnet Ave,San Diego,92109,CA,,8582722275
60292,Kabuki Sushi Restaurant,4475 Mission Blvd Ste C,San Diego,92109,CA,,8582701986
60293,Sushi Ota,4529 Mission Bay Dr,San Diego,92109,CA,,8582705670
60294,Mizu Japanese Restaurant,850 W Mission Bay Dr,San Diego,92109,CA,,8584881700
60295,Kyoto Sushi,3166 Midway Dr Ste 108,San Diego,92110,CA,,6192237798
60296,Sushi Freak,5175 Linda Vista Rd Ste 105,San Diego,92110,CA,,6192962500
60297,China House,345 Paulison Avenue,Passaic,7055,NJ,9176058683,9737785398
60298,Emerald Chinese Seafood Restaurant,3709 Convoy St Ste 101,San Diego,92111,CA,,8585656888
60299,Ramen Karami,3860 Convoy St,San Diego,92111,CA,,8584306300
60300,Santohka Ramen,4240 Kearny Mesa Rd,San Diego,92111,CA,,8589741101
60301,Fusion Izakaya 52,4367 Convoy St,San Diego,92111,CA,,8584306689
60302,Kura Sushi,4609 Convoy St Ste F,San Diego,92111,CA,,8587154605
60303,Dumpling Inn,4619 Convoy St Ste F,San Diego,92111,CA,,8582689638
60304,FUJIAN,282 VALLEY BLVD,WOOD-RIDGE,7075,NJ,,2019331980
60305,Dokdo Sushi,4690 Convoy St Ste 108,San Diego,92111,CA,,8582781100
60306,Katsu Cafe,7305 Clairemont Mesa Blvd,San Diego,92111,CA,,8585608859
60307,RB Sushi,5943 El Cajon Blvd,San Diego,92115,CA,,6192659400
60308,Top Ten Oriental,6165 El Cajon Blvd Ste A,San Diego,92115,CA,,6192879999
60309,China Tasty,115 Westfield Avenue West,Roselle Park,7204,NJ,,9082410770
60310,Tokyo Sushi Loha,6502 El Cajon Blvd,San Diego,92115,CA,,6196448600
60311,Nozaru Ramen Bar,3375 Adams Ave,San Diego,92116,CA,,6195647183
60312,Jump Tokoyo,10450 Friars Rd Ste I,San Diego,92120,CA,,6192804043
60313,Ahi Sushi & Grill,3949 Governor Dr,San Diego,92122,CA,,8586780288
60314,Sarku Japan,4545 La Jolla Village Dr Ste 10,San Diego,92122,CA,,8586580262
60315,Kaki Sushi,10428 Clairemont Mesa Blvd,San Diego,92124,CA,,8585712012
60316,Fung Fung Yuen,10660 Camino Ruiz,San Diego,92126,CA,,8585788800
60317,Isshido Ramen,8250 Mira Mesa Blvd,San Diego,92126,CA,,8583972898
60318,HUNAN NEW JADE,321 BROADWAY # 4,HILLSDALE,7642,NJ,2016665520,2016665520
60319,China Fun Restaurant,11134 Rancho Carmel Dr Ste 100,San Diego,92128,CA,,8584858848
60320,Wonderful Sushi,13185 Black Mountain Rd Ste 3,San Diego,92129,CA,,8585380166
60321,Sushiy Hana,9869 Carmel Mountain Rd,San Diego,92129,CA,,8584845300
60322,GOLDEN PALACE,403 PIAGET AVE,CLIFTON,7011,NJ,,9734782899
60323,Zip Fusion San Diego,11130 E Ocean Air Dr,San Diego,92130,CA,,8587553130
60324,ASIAN DELITE,893 BLOOMFIELD AVE,WEST CALDWELL,7006,NJ,,9732270085
60325,Gami Sushi,3870 Valley Centre Dr Ste 302,San Diego,92130,CA,,8587925509
60326,Todo Sushi,9823 Carroll Canyon Rd Ste I,San Diego,92131,CA,,8585660206
60327,Shabu Works,9841 Mira Mesa Blvd,San Diego,92131,CA,,8588605730
60328,Rising Dragon Chinese Restaurant,2939 Alta View Dr Ste Fg,San Diego,92139,CA,,6194708885
60329,Tomodachi Sushi Bar & Restaurant,4390 Palm Ave Ste B,San Diego,92154,CA,,6196909737
60330,Dragon Sushi,82451 US Highway 111 Ste A103,Indio,92201,CA,,7602963640
60331,CHINA RESTAURANT,805 GLYNN ST S,FAYETTEVILLE,30214,GA,6785178556,7707166608
60332,Sugoi Sushi,890 Oak Valley Pkwy Ste E,Beaumont,92223,CA,,9518451711
60333,Otori Sushi,68100 Ramon Rd Ste A1,Cathedral City,92234,CA,,7606995486
60334,BAMBOO CHINESE KITCHEN,915 COUNTY RD 517,HACKETTSTOWN,7840,NJ,,9088526121
60335,Edoko Sushi,69195 Ramon Rd Ste C5,Cathedral City,92234,CA,,7603287770
60336,ASIAN GOURMET,67 E MILL RD,LONG VALLEY,7853,NJ,,9088768768
60337,China Palace Restaurant,1075 Adams Ave,El Centro,92243,CA,,7603532798
60338,LONG HING RESTAURANT,320 ORANGE RD # 1,MONTCLAIR,7042,NJ,9737834088,9737834088
60339,Chinese Gourmet Express,3451 S Dogwood Rd Ste 1606,El Centro,92243,CA,,7603362896
60340,WAHCHUNG RESTAURANT,19 WATCHUNG PLAZA,MONTCLAIR,7042,NJ,,9737440992
60341,THAI LILY CUISINE,319 N CHELTON RD,COLORADO SPRINGS,80909,CO,,7195978374
60342,COAL MINE DRAGON CHINESE,6320 US-85,FOUNTAIN,80817,CO,,7193904445
60343,GOURMET CHINA,212 CHAMBERS AVE,EAGLE,81631,CO,,9703280866
60344,JACKSON CREEK CHINESE RESTAURANT,1054 BAPTIST RD,COLORADO SPRINGS,80921,CO,,7194878081
60345,LUCKY GARDEN CHINESE RESTAURANT - Permanently closed,450 S LINCOLN ST,BURLINGTON,80807,CO,,7193406030
60346,MAYFLOWER CHINESE RESTAURANT,1212 US-24,WOODLAND PARK,80863,CO,,7196870711
60347,MING'S CAFE,934 CO-133,CARBONDALE,80623,CO,,9703404941
60348,TASTE OF CHINA,500 MCBRIDE AVE # D,WOODLAND PARK,7424,NJ,,9735238805
60349,MONGOLIAN GRILL,1135 S CAMINO DEL RIO # 230,DURANGO,81303,CO,,9702597228
60350,WU HOOS ASIAN BISTRO,4543 AUSTIN BLUFFS PKWY,COLORADO SPRINGS,80918,CO,,7193587726
60351,2000 WOK,115 E FILLMORE ST,COLORADO SPRINGS,80907,CO,,7196336900
60352,DOUBLE DRAGON,1853 MORRIS AVE,UNION,7083,NJ,,9086885770
60353,ASIA INN,479 S 4TH AVE,BRIGHTON,80601,CO,,3036541977
60354,WOK N ROLL,2626A MORRIS AVE,UNION,7083,NJ,,9086870288
60355,ASIAN GARDEN,74 COMPONENT DR #150,PUEBLO WEST,81007,CO,,7195474699
60356,Peking Restaurant,1331 Magie Ave Ste E,Union,7083,NJ,,9088200202
60357,BAMBOO CITY RESTAURANT,2472 PATTERSON RD,GRAND JUNCTION,81505,CO,,9702420283
60358,BAMBOO EXPRESS,1611 W EISENHOWER BLVD,LOVELAND,80537,CO,,9706635138
60359,BAMBOO GARDEN RESTAURANT,11605 MERIDIAN MARKET VIEW # 172,PEYTON,80831,CO,,7198867020
60360,BAMBOO GARDEN RESTAURANT,1027 W MAIN ST,STERLING,80751,CO,,9705228801
60361,BAMBOO PANDA INC,313 COLORADO AVE,LA JUNTA,81050,CO,,7193849880
60362,BEIJING TOKYO,1194 Colorado 133,Carbondale,81623,CO,,9709631888
60363,BLUE BAY ASIAN CAFE,12840 HOLLY ST #180,THORNTON,80602,CO,,3039202218
60364,CANTON CHINESE RESTAURANT,941 LINCOLN AVE,STEAMBOAT SPRINGS,80487,CO,,9708709988
60365,KWAI LAM KITCHEN,1094 BROAD ST,NEWARK,7114,NJ,,9736219449
60366,Eric's Asian Cafe,2700 COLORADO BLVD,IDAHO SPRINGS,80452,CO,,3035671166
60367,CHAN CHUNG,700 CHANCELLOR AVE,IRVINGTON,7111,NJ,,9733714541
60368,CHIN CHIN,3210 INTERSTATE 70 BUSINESS LOOP,CLIFTON,81520,CO,,9705231216
60369,CHINA BUFFET,800 HOVER ST # 20,LONGMONT,80501,CO,,3036519998
60370,CHINA COTTAGE,7040 SOUTH HIGHWAY 85-87,FOUNTAIN,80817,CO,,7193900377
60371,CHINA GARDEN,460 W RIVERSIDE DR,ESTES PARK,80517,CO,,9705862488
60372,CHINA GARDEN RESTAURANT,100 W BEAVER CREEK BLVD,AVON,81620,CO,,9709494986
60373,CHINA GARDEN RESTAURANT,3245 US-50,CAÑON CITY,81212,CO,,7192761888
60374,CHINA GOURMET,466 N MURRAY BLVD,COLORADO SPRINGS,80916,CO,,7195911628
60375,CHINA GOURMET,1345 DRY CREEK DR,LONGMONT,80503,CO,9178618566,3037766930
60376,Kong Ming,542 Springfield Ave Ste 2,Newark,7103,NJ,,9736225442
60377,CHINA JADE,569 32 RD STE 7A,GRAND JUNCTION,81504,CO,9177022533,9705238888
60378,CHINA KITCHEN,1150 ELM AVE,ROCKY FORD,81067,CO,,7192546898
60379,JADE GARDEN,307 LYONS AVE,NEWARK,7112,NJ,,9739260999
60380,CHINA LANTERN,315 W 4TH ST,PUEBLO,81003,CO,,7195460640
60381,CHINA MOON,1016 CONSTITUTION RD,PUEBLO,81001,CO,,7195462675
60382,CHINA PANDA RESTAURANT,301 MAIN ST #5,LONGMONT,80501,CO,,3036788882
60383,CHINA SZECHUAN,842 SUMMIT BLVD #27,FRISCO,80443,CO,,9706680666
60384,CHAN'S GOURMET,230 KEARNY AVE,KEARNY,7032,NJ,,2019980975
60385,CHINA TOWN,2830 S GLEN AVE,GLENWOOD SPRINGS,81601,CO,6267594298,9709450307
60386,CHINA TOWN RESTAURANT,326 S NEVADA AVE,COLORADO SPRINGS,80903,CO,,7196325151
60387,CHINA VILLAGE,60693 US HWY 285,BAILEY,80421,CO,,3038383308
60388,CHINA WOK EXPRESS,4243 E 136TH AVE # 312,THORNTON,80602,CO,,3032808188
60389,COAL MINE DRAGON,29017 UPPER BEAR CREEK RD # 6,EVERGREEN,80439,CO,,3036701341
60390,DOUBLE DRAGON,113 W TOMICHI AVE,GUNNISON,81230,CO,,9706426363
60391,DRAGON INN,101 2ND ST,EATON,80615,CO,,9704542705
60392,NEW WO LEE RESTAURANT,5 SICOMAC RD,NORTH HALEDON,7508,NJ,,9733040408
60393,FAN'S,7960 NIWOT ROAD C9,LONGMONT,80503,CO,,3036526249
60394,XINGWANG,298 PARK AVE,PATERSON,7513,NJ,,9732780382
60395,FIRST WOK,3912 E SAN MIGUEL ST,COLORADO SPRINGS,80909,CO,,7195739585
60396,KING GARDEN,273 N 8TH ST,PROSPECT PARK,7508,NJ,,9737908989
60397,FORTUNE DRAGON,280 US-24,WOODLAND PARK,80863,CO,,7196878883
60398,NEW WO HOP III,447 UNION AVE,PATERSON,7522,NJ,,9739420118
60399,GOLDEN STIX,25567 CONIFER RD # 105,CONIFER,80433,CO,,3038385208
60400,GREAT WALL,321 STATE ST,TRINIDAD,81082,CO,,7198461688
60401,HAPPY GARDEN,1106 S MAIN ST,LAMAR,81052,CO,,7196912339
60402,HONG'S GARDEN CHINESE RESTAURANT,480 WOLVERINE DR,BAYFIELD,81122,CO,,9708844948
60403,HOT WOK EXPRESS,3000 23RD AVE #1,GREELEY,80631,CO,,9703536688
60404,HUANG GARDEN RESTAURANT,257 JOHNSTOWN CENTER DR,JOHNSTOWN,80534,CO,,9705872363
60405,HUNAN CHINESE RESTAURANT,419 MAIN ST,ALAMOSA,81101,CO,,7195899002
60406,HUNAN CHINESE RESTAURANT,2561 E MAIN ST,CORTEZ,81321,CO,,9705650919
60407,HUNAN CHINESE RESTAURANT,731 E HARMONY RD,FORT COLLINS,80525,CO,,9702079000
60408,IVY'S CHINESE CAFE,11550 RIDGELINE DR #120,COLORADO SPRINGS,80921,CO,,7194878088
60409,GOLDEN UNICORN,265 E BLACKWELL ST # A,DOVER,7801,NJ,,9733287978
60410,J J CHINESE CUISINE,290 Summit Place,Silverthorne,80498,CO,,9704682509
60411,CHINA GARDEN,179 US-46,ROCKAWAY,7866,NJ,,9739839788
60412,JADE CAFE,129 CHURCH AVE,FLORENCE,81226,CO,,7197843888
60413,JADE DYNASTY RESTAURANT,106 MANITOU AVE,MANITOU SPRINGS,80829,CO,,7196859576
60414,JADE GARDEN,505 US-24,BUENA VISTA,81211,CO,,7193954950
60415,JIN CHAN ZHANG RESTAURANT,2835 28TH ST,BOULDER,80301,CO,,3034497950
60416,LC ORIENTAL,1105 26TH AVE,GREELEY,80634,CO,,9703563222
60417,LITTLE BAMBOO,613 W PLATTE AVE,FORT MORGAN,80701,CO,,9708671827
60418,China Lucky Inc Chinese Food,713 Main St,Asbury Park,7712,NJ,,7329887755
60419,LITTLE HOUSE,417 CHARLOTTE ST,JOHNSTOWN,80534,CO,,9705870098
60420,Asbury Park No 1 Kitchen,100 Memorial Dr,Asbury Park,7712,NJ,,7329888989
60421,MAIN MOON,2285 W EISENHOWER BLVD,LOVELAND,80537,CO,,9706698811
60422,CHINATOWN KITCHEN,801 MAIN ST,BRADLEY BEACH,7720,NJ,,7329882009
60423,MANDARIN CHEF EXPRESS,2525 CHELTON RD,COLORADO SPRINGS,80916,CO,,7193903939
60424,9177552309/2018234122-林老板娘-送餐,580 Avenue C,Bayonne,7002,NJ,9177552309,2018234122
