orders_created_at_est_year,orders_created_at_est_day,orders_total_order_count
2023,12-14,94817
2023,06-05,44899
2023,09-16,86975
2023,01-12,73511
2023,07-22,77738
2023,02-16,75338
2023,04-21,97112
2023,04-05,75687
2023,04-02,64134
2023,10-05,88192
2023,05-01,48911
2023,12-21,104376
2023,02-20,44219
2023,02-19,62787
2023,08-16,75701
2023,04-16,61787
2023,03-09,79244
2023,09-22,111293
2023,05-23,57710
2023,02-06,42403
2023,11-13,51737
2023,04-19,70457
2023,09-17,68126
2023,03-04,85462
2023,03-20,45026
2023,02-22,72693
2023,11-25,82598
2023,04-18,58675
2023,07-01,78698
2023,08-26,82770
2023,09-06,78640
2023,12-23,109736
2023,04-01,88892
2023,10-23,49387
2023,02-27,47787
2023,12-26,64101
2023,11-01,94142
2023,02-18,81900
2023,04-28,107309
2023,09-25,51415
2023,11-22,104302
2023,02-28,63615
2023,07-05,67358
2023,03-11,82009
2023,06-14,73266
2023,03-18,81800
2023,07-09,66390
2023,04-12,70459
2023,06-07,75085
2023,04-09,50986
2023,09-27,82917
2023,05-22,44200
2023,07-28,98951
2023,08-29,67069
2023,11-04,100369
2023,08-28,49639
2023,11-16,93931
2023,03-27,46344
2023,03-29,74618
2023,06-24,78050
2023,07-31,49049
2023,07-16,64004
2023,05-19,97402
2023,04-08,77893
2023,08-09,74552
2023,08-12,79343
2023,07-10,45735
2023,08-04,102491
2023,06-28,70945
2023,11-26,74392
2023,05-11,77141
2023,03-21,59564
2023,05-29,41029
2023,11-05,72429
2023,10-29,74293
2023,06-06,60121
2023,04-29,88898
2023,09-03,64186
2023,06-15,77235
2023,05-30,55414
2023,01-31,58461
2023,04-14,95520
2023,07-13,78691
2023,08-31,87965
2023,01-23,41652
2023,07-20,81448
2023,04-17,45525
2023,05-13,79946
2023,07-21,98043
2023,12-12,72678
2023,03-19,62395
2023,07-17,45399
2023,06-16,97229
2023,08-30,84298
2023,04-03,46543
2023,01-22,60581
2023,07-23,62418
2023,06-17,74712
2023,03-16,77646
2023,01-04,69678
2023,07-26,75312
2023,02-17,100655
2023,05-07,63078
2023,03-28,61050
2023,12-31,102415
2023,02-08,69999
2023,10-09,49096
2023,05-17,70735
2023,12-08,121258
2023,02-25,87055
2023,08-13,62800
2023,01-01,67362
2023,09-20,80575
2023,09-01,111803
2023,06-23,98242
2023,06-09,95941
2023,01-19,74421
2023,08-06,63823
2023,06-11,61889
2023,04-30,70117
2023,03-30,81723
2023,09-07,84540
2023,08-22,61339
2023,09-30,95187
2023,05-16,58369
2023,10-31,73817
2023,03-07,60905
2023,07-25,61397
2023,02-11,80007
2023,08-24,85911
2023,12-27,90102
2023,11-18,98585
2023,05-20,83124
2023,04-24,43907
2023,06-27,61466
2023,10-10,64242
2023,12-06,91578
2023,07-08,81185
2023,08-19,80139
2023,11-14,70922
2023,11-27,56079
2023,05-27,74538
2023,09-24,69497
2024,05-19,73183
2024,08-17,91768
2024,01-22,52837
2024,05-29,85877
2024,06-12,84700
2024,01-15,53515
2024,01-17,85363
2024,04-09,71575
2024,02-28,97023
2024,07-14,70318
2024,10-18,114803
2024,01-24,87152
2024,09-18,82451
2024,05-11,97112
2024,05-26,65730
2024,02-06,72492
2024,07-09,70189
2024,02-05,52955
2024,10-30,93576
2024,03-30,98119
2024,01-11,93844
2024,03-08,122625
2024,08-27,69763
2024,06-01,97599
2024,06-16,68640
2024,09-29,73611
2024,06-02,76573
2024,03-04,57721
2024,10-06,70130
2024,10-31,2
2024,06-27,94855
2024,06-20,89003
2024,10-22,69204
2024,01-16,69043
2024,06-04,74268
2024,05-09,97138
2024,04-10,89787
2024,08-31,92533
2024,08-24,89520
2024,06-05,89265
2024,02-23,125830
2024,09-19,88481
2024,10-11,111274
2024,06-29,95434
2024,09-25,88348
2024,04-24,86879
2024,03-27,94528
2024,03-17,71763
2024,01-10,84717
2024,04-14,73527
2024,09-08,68274
2024,10-05,92671
2024,01-28,72274
2024,02-03,104406
2024,09-09,52173
2024,06-06,92976
2024,05-07,71290
2024,09-16,52629
2024,07-24,84531
2024,02-10,103096
2024,03-23,107688
2024,02-17,103450
2024,06-25,70926
2024,09-11,84419
2024,08-15,88401
2024,05-04,101428
2024,10-07,51940
2024,06-07,110751
2024,06-22,92891
2024,10-10,92241
2024,02-22,100550
2024,01-30,73653
2024,03-19,73506
2024,01-01,78331
2024,05-05,73811
2024,10-16,87010
2024,09-02,55828
2024,08-18,73792
2024,04-30,76450
2024,04-15,52230
2024,09-24,68304
2024,01-08,52074
2024,09-10,69118
2024,05-01,93390
2024,08-05,56279
2024,03-01,132679
2024,09-15,70270
2024,01-21,73697
2024,03-25,55334
2024,07-26,110722
2024,01-12,120222
2024,04-06,101107
2024,08-13,67581
2024,02-15,92739
2024,03-03,77923
2024,04-21,77325
2024,10-23,88378
2024,10-15,68796
2024,05-31,121720
2024,02-20,71964
2024,04-02,78884
2024,09-06,114372
2024,01-09,71641
2024,05-30,95063
2024,07-27,88575
2024,02-04,75763
2024,04-25,96688
2024,09-01,72696
2024,08-11,70489
2024,08-29,95433
2024,04-27,104345
2024,08-14,84493
2024,02-08,93225
2024,09-14,91854
2024,08-03,100442
2024,09-12,91558
2024,10-13,71878
2024,03-10,78062
2024,08-20,67157
2024,04-22,52370
2024,03-11,54151
2024,05-18,96342
2024,08-23,112344
2024,07-01,57321
2024,03-28,104107
2024,05-02,96029
2024,04-29,54954
2024,02-27,79045
2024,07-10,86482
2024,06-13,90258
2024,05-03,122992
2024,02-13,71234
2024,08-01,99783
2024,08-04,76320
2024,03-24,75747
2024,06-28,112466
2024,05-15,88585
2024,07-12,115430
2024,01-14,72450
2024,06-10,53020
2024,05-20,53279
2024,01-18,94198
2024,09-03,66768
2024,03-07,98450
2024,08-16,111157
2024,02-18,78976
2024,10-04,113389
2024,09-22,70130
2024,02-25,79004
2024,06-11,69364
2024,05-21,70717
2024,10-09,84937
2024,07-05,93729
2024,02-12,50702
2024,06-17,50839
2024,09-23,53576
2024,05-12,88840
2024,08-21,83391
2024,04-11,98412
2024,01-29,53111
2024,08-26,53699
2024,03-14,93646
2024,04-28,76217
2024,05-24,113987
2024,03-02,111591
2024,07-25,90312
2024,04-03,99422
2024,03-22,126204
2024,01-20,99862
2024,03-12,72485
2024,02-11,64314
2024,07-30,72882
2024,09-17,68195
2024,07-02,72326
2024,07-17,86779
2024,10-21,54273
2024,03-31,69221
2024,01-03,89111
2024,07-28,70135
2024,09-13,112668
2024,05-22,86751
2024,04-19,119992
2024,03-09,107425
2024,05-25,87676
2024,01-23,71294
2024,03-06,94991
2024,10-29,73234
2024,04-20,97513
2024,06-30,79211
2024,01-27,102998
2024,01-25,92838
2024,05-13,52469
2024,05-28,64316
2024,07-22,54537
2024,04-17,85483
2024,07-19,107662
2024,05-08,87509
2024,10-24,94538
2024,04-23,71746
2024,03-20,89930
2024,04-04,97341
2024,10-12,92600
2024,10-25,116243
2024,02-07,86839
2024,07-04,59135
2024,05-10,122944
2024,06-18,69780
2024,10-08,69630
2024,08-30,121595
2024,07-20,90448
2024,06-26,88568
2024,10-27,74809
2024,09-21,92430
2024,02-19,55245
2024,09-20,112486
2024,07-18,91386
2024,03-21,96710
2024,08-22,90789
2024,02-02,129695
2024,09-07,95376
2024,10-17,90333
2024,08-08,94167
2024,07-11,89850
2024,03-15,120304
2024,08-19,52912
2024,07-03,91030
2024,01-07,69742
2024,07-07,71370
2024,10-28,56642
2024,06-08,89545
2024,02-26,56851
2024,08-12,52636
2024,09-04,84300
2024,06-24,53824
2024,04-18,94006
2024,08-10,90279
2024,09-05,89536
2024,07-21,71986
2024,03-16,97777
2024,09-30,55677
2024,03-29,113141
2024,04-12,121086
2024,10-20,71144
2024,03-13,87902
2024,10-19,93525
2024,04-05,122764
2024,09-27,116733
2024,02-16,121671
2024,02-29,102438
2024,10-14,54804
2024,02-24,104699
2024,05-16,93062
2024,07-13,89494
2024,02-14,108491
2024,07-16,70226
2024,03-18,54519
2024,07-06,83895
2024,06-09,71047
2024,07-08,54128
2024,05-27,56172
2024,02-01,100032
2024,07-23,70656
2024,10-03,93480
2024,09-26,95527
2024,04-13,99560
2024,05-23,96531
2024,02-09,119320
2024,06-15,86834
2024,08-28,89319
2024,02-21,89658
2024,07-29,53927
2024,07-15,54692
2024,03-05,77669
2024,08-07,87831
2024,08-06,74099
2024,08-25,71299
2024,04-01,56381
2024,01-13,97123
2024,01-06,98534
2024,06-21,112012
2024,10-01,73327
2024,01-04,94904
2024,01-02,68168
2024,10-26,96241
2024,01-31,21098
2024,10-02,87172
2024,04-08,54497
2024,04-16,70960
2024,06-03,57357
2024,05-06,54371
2024,06-23,74940
2024,01-19,119190
2024,08-09,113797
2024,06-19,82066
2024,01-05,121420
2024,07-31,90912
2024,01-26,122662
2024,05-17,115981
2024,08-02,122154
2024,03-26,76978
2024,05-14,71772
2024,04-07,75955
2024,06-14,113246
2024,09-28,96375
2024,04-26,124326
