,,Total ARR,,,,,,,,,,,,,,,,,,Voice ARR,,,,,,,,,,,,,,,WP ARR,,,,,,,,,,,,,,,DE ARR,,,,,,,,,,,,,,,H/W Rental ARR,,,,,,,,,,,,,,,Comments,,,,
UID,FT/PT,Q4'21,Q1'22,Q2'22,Q3'22,Q4'22,Q1'23,Q2'23,Q3'23,Q4'23,Q1'24,Q2'24,Jul'24,Aug'24,Sep'24,Q/Q,Q/Q %,Status,,Q4'21,Q1'22,Q2'22,Q3'22,Q4'22,Q1'23,Q2'23,Q3'23,Q4'23,Q1'24,Q2'24,Jul'24,Aug'24,Sep'24,,Q4'21,Q1'22,Q2'22,Q3'22,Q4'22,Q1'23,Q2'23,Q3'23,Q4'23,Q1'24,Q2'24,Jul'24,Aug'24,Sep'24,,Q4'21,Q1'22,Q2'22,Q3'22,Q4'22,Q1'23,Q2'23,Q3'23,Q4'23,Q1'24,Q2'24,Jul'24,Aug'24,Sep'24,,Q4'21,Q1'22,Q2'22,Q3'22,Q4'22,Q1'23,Q2'23,Q3'23,Q4'23,Q1'24,Q2'24,Jul'24,Aug'24,Sep'24,,,Q1'24,Q2'24,R81001,R81001
R85995,FT,0,0,0,0,0,0,0,"14,015","10,248","11,531","10,456","9,240","9,276","10,781","-1,180",-11%,,,0,0,0,0,0,0,0,"14,015","10,248","11,531","10,456","9,240","9,276","10,781",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R85983,R85983
R85996,PT,0,0,0,0,0,0,0,"12,546","2,400",0,0,0,0,324,0,,Sep'24 Reactivate,,0,0,0,0,0,0,0,"12,546","2,400",0,0,0,0,324,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R85987,R85987
R85997,PT,0,0,0,0,0,0,0,"26,825","22,340","12,518","2,400","1,380",648,0,"-1,752",-73%,,,0,0,0,0,0,0,0,"26,825","22,340","12,518","2,400","1,380",648,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R85988,R85988
R85998,FT,0,0,0,0,0,0,0,"9,766","11,835","11,049","9,848",0,0,0,"-9,848",-100%,,,0,0,0,0,0,0,0,"9,766","11,835","11,049","9,848",0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R85989,R85989
R85999,FT,0,0,0,0,0,0,0,"15,218","11,047","11,362","12,259","12,200","12,338","12,543",79,1%,,,0,0,0,0,0,0,0,"15,218","11,047","11,179","12,076","12,020","12,158","12,363",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,183,183,180,180,180,,,,,R85991,R85991
R86001,PT,0,0,0,0,0,0,0,"25,172","12,925","15,743","16,323","15,775","17,301",96,978,6%,,,0,0,0,0,0,0,0,"25,172","12,925","15,652","16,232","15,679","17,205",0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,91,91,96,96,96,,,,,R85992,R85992
R86002,FT,0,0,0,0,0,0,0,"32,063","35,828","32,433","28,077","28,303","27,950","26,434",-127,0%,,,0,0,0,0,0,0,0,"32,063","35,828","32,433","28,077","28,303","27,950","26,434",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R85993,R85993
R86003,FT,0,0,0,0,0,0,0,"15,581","12,812","13,623",677,648,648,648,-29,-4%,,,0,0,0,0,0,0,0,"15,490","12,721","13,623",677,648,648,648,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,91,91,0,0,0,0,0,,,,,R85995,R85995
R86005,FT,0,0,0,0,0,0,0,"7,981","7,448","9,059","10,484","10,398","7,804","9,161","-2,680",-26%,,,0,0,0,0,0,0,0,"7,981","7,448","9,059","10,484","10,375","7,621","9,012",,0,0,0,0,0,0,0,0,0,0,0,0,131,131,,0,0,0,0,0,0,0,0,0,0,0,23,52,18,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R85996,R85996
R86006,FT,0,0,0,0,0,0,0,"21,950","18,816","22,048","19,561","22,530","24,495","23,275","4,934",25%,,,0,0,0,0,0,0,0,"21,950","18,816","22,048","19,561","22,530","24,495","23,275",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R85997,R85997
R86007,PT,0,0,0,0,0,0,0,"14,475","13,498","4,091",653,648,648,648,-5,-1%,,,0,0,0,0,0,0,0,"14,292","13,498","4,091",653,648,648,648,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,183,0,0,0,0,0,0,,,,,R85998,R85998
R86008,FT,0,0,0,0,0,0,0,"34,343","43,797","33,230","32,905","35,791","34,011","34,990","1,106",3%,,,0,0,0,0,0,0,0,"34,160","43,797","33,230","32,905","35,791","34,011","34,990",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,183,0,0,0,0,0,0,,,,,R85999,R85999
R86009,FT,0,0,0,0,0,0,0,"19,800",0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,"19,800",0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86001,R86001
R86011,FT,0,0,0,0,0,0,0,"15,044","13,562","4,885","11,253","3,654","9,899","12,026","-1,354",-12%,,,0,0,0,0,0,0,0,"15,035","13,288","4,611","10,979","3,378","9,623","11,750",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,9,274,274,274,276,276,276,,,,,R86002,R86002
R86013,PT,0,0,0,0,0,0,0,"10,045",492,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,"9,862",310,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,183,183,0,0,0,0,0,,,,,R86003,R86003
R86015,FT,0,0,0,0,0,0,0,"34,521","42,426","30,427","26,982","28,556","28,466","27,259","1,484",6%,,,0,0,0,0,0,0,0,"34,521","42,426","30,244","26,799","28,376","28,286","27,079",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,183,183,180,180,180,,,,,R86005,R86005
R86016,FT,0,0,0,0,0,0,0,"57,388",183,183,0,0,0,0,0,,,,0,0,0,0,0,0,0,"57,205",0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,183,183,183,0,0,0,0,,,,,R86006,R86006
R86017,FT,0,0,0,0,0,0,0,137,183,183,836,828,828,828,-8,-1%,,,0,0,0,0,0,0,0,137,0,0,653,648,648,648,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,183,183,183,180,180,180,,,,,R86007,R86007
R86018,FT,0,0,0,0,0,0,0,"1,884","10,188","10,670","8,558","8,114","7,632","9,422",-926,-11%,,,0,0,0,0,0,0,0,"1,884","10,188","10,670","8,558","8,114","7,632","9,422",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86008,R86008
R86019,PT,0,0,0,0,0,0,0,91,"7,443","7,892","7,383","6,801","7,442","8,235",59,1%,,,0,0,0,0,0,0,0,0,"7,443","7,892","7,383","6,801","7,442","8,235",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,91,0,0,0,0,0,0,,,,,R86009,R86009
R86021,FT,0,0,0,0,0,0,0,"18,291","26,047","16,653","19,920","19,003","17,914","16,894","-2,006",-10%,,,0,0,0,0,0,0,0,"18,108","26,047","16,653","19,920","19,003","17,914","16,894",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,183,0,0,0,0,0,0,,,,,R86011,R86011
R86022,FT,0,0,0,0,0,0,0,"16,228",0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,"16,045",0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,183,0,0,0,0,0,0,,,,,R86013,R86013
R86023,PT,0,0,0,0,0,0,0,"6,478","4,582","1,200","1,200","1,200","1,200","1,200",0,0%,,,0,0,0,0,0,0,0,"6,478","4,582","1,200","1,200","1,200","1,200","1,200",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86015,R86015
R86025,FT,0,0,0,0,0,0,0,"19,992",0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,"19,992",0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86016,R86016
R86026,FT,0,0,0,0,0,0,0,"24,667","22,806","24,750","26,912","24,370","24,290","22,854","-2,622",-10%,,,0,0,0,0,0,0,0,"24,667","22,806","24,750","26,912","24,370","24,290","22,854",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86017,R86017
R86027,FT,0,0,0,0,0,0,0,"4,842","5,165","4,427","4,490","4,251","4,731",0,241,5%,,,0,0,0,0,0,0,0,"4,751","5,074","4,336","4,399","4,155","4,635",0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,91,91,91,91,96,96,0,,,,,R86018,R86018
R86028,PT,0,0,0,0,0,0,0,"18,738","19,787","15,722","7,414","5,899","5,643","6,939","-1,771",-24%,,,0,0,0,0,0,0,0,"18,647","19,696","15,631","7,323","5,803","5,547","6,843",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,91,91,91,91,96,96,96,,,,,R86019,R86019
R86029,FT,0,0,0,0,0,0,0,"17,738","13,551","14,026","13,810","17,194","15,320","17,587","1,510",11%,,,0,0,0,0,0,0,0,"17,738","13,551","14,026","13,810","17,194","15,320","17,587",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86021,R86021
R86031,PT,0,0,0,0,0,0,0,"22,833","4,850",327,327,324,324,324,-3,-1%,,,0,0,0,0,0,0,0,"22,833","4,850",327,327,324,324,324,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86022,R86022
R86032,PT,0,0,0,0,0,0,0,"64,028","34,235","2,197","2,400","2,400",648,648,"-1,752",-73%,,,0,0,0,0,0,0,0,"57,148","30,014","2,013","2,400","2,400",648,648,,0,0,0,0,0,0,0,"6,880","4,221",184,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86023,R86023
R86033,FT,0,0,0,0,0,0,0,"47,295","36,349","36,765","39,074","38,080","38,644","38,557",-430,-1%,,,0,0,0,0,0,0,0,"47,295","36,349","36,765","39,074","38,080","38,644","38,557",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86025,R86025
R86035,PT,0,0,0,0,0,0,0,"29,992","19,090","11,146","6,968","9,391","9,726","4,596","2,758",40%,,,0,0,0,0,0,0,0,"29,992","19,090","11,146","6,968","9,391","9,726","4,596",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86026,R86026
R86037,FT,0,0,0,0,0,0,0,"63,271","57,525",773,773,768,768,768,-5,-1%,,,0,0,0,0,0,0,0,"63,271","57,525",773,773,768,768,768,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86027,R86027
R86038,PT,0,0,0,0,0,0,0,"3,950","20,530","17,096","13,965","16,268","15,894","15,807","1,929",14%,,,0,0,0,0,0,0,0,"3,950","20,530","17,096","13,965","16,268","15,894","15,807",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86028,R86028
R86039,FT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86029,R86029
R86051,FT,0,0,0,0,0,0,0,"50,698","47,681","49,394","52,088","49,785","51,303","52,304",-785,-2%,,,0,0,0,0,0,0,0,"50,698","47,681","49,394","52,088","49,785","51,303","52,304",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86031,R86031
R86053,FT,0,0,0,0,0,0,0,0,"8,112","8,503","6,017","8,445","7,737","8,409","1,720",29%,,,0,0,0,0,0,0,0,0,"8,112","8,503","6,017","8,445","7,737","8,409",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86032,R86032
R86055,FT,0,0,0,0,0,0,0,"26,742","33,088","14,641","10,176","5,882","9,318","8,796",-858,-8%,,,0,0,0,0,0,0,0,"26,559","33,088","14,641","10,176","5,882","9,318","8,796",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,183,0,0,0,0,0,0,,,,,R86033,R86033
R86056,FT,0,0,0,0,0,0,0,"16,504","15,334","17,669","15,604","15,017","16,119","7,214",515,3%,,,0,0,0,0,0,0,0,"16,504","15,334","17,669","15,604","15,017","16,119","7,214",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86035,R86035
R86057,PT,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,80,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86037,R86037
R86058,FT,0,0,0,0,0,0,0,"1,874",0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,"1,874",0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86038,R86038
R86059,PT,0,0,0,0,0,0,0,"17,357","29,150","30,143","26,359","30,113","20,608","27,670","-5,751",-22%,,,0,0,0,0,0,0,0,"17,357","29,150","30,143","26,359","30,113","20,608","27,670",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86039,R86039
R86061,FT,0,0,0,0,0,0,0,"27,643","31,401","19,490","16,953","18,400","17,497","17,432",544,3%,,,0,0,0,0,0,0,0,"27,643","31,401","19,490","16,953","18,400","17,497","17,432",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86051,R86051
R86062,FT,0,0,0,0,0,0,0,"14,968","13,222",0,0,0,0,0,0,,,,0,0,0,0,0,0,0,"14,968","13,222",0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86053,R86053
R86063,FT,0,0,0,0,0,0,0,"11,017","8,688","7,658",653,648,0,0,-653,-100%,,,0,0,0,0,0,0,0,"11,017","8,688","7,658",653,648,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86055,R86055
R86066,FT,0,0,0,0,0,0,0,0,"15,981","12,013","12,946","13,010","11,534","12,610","-1,412",-11%,,,0,0,0,0,0,0,0,0,"15,981","12,013","12,855","12,914","11,438","12,610",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,91,96,96,0,,,,,R86056,R86056
R86067,FT,0,0,0,0,0,0,0,244,0,0,653,648,648,0,-5,-1%,,,0,0,0,0,0,0,0,244,0,0,653,648,648,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86057,R86057
R86068,FT,0,0,0,0,0,0,0,"45,236","40,075","39,498","38,823","41,641","40,656","43,193","1,833",5%,,,0,0,0,0,0,0,0,"45,236","40,075","39,498","38,823","41,641","40,656","43,193",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86058,R86058
R86069,FT,0,0,0,0,0,0,0,"10,175",91,"10,400",0,0,0,0,0,,,,0,0,0,0,0,0,0,"10,175",0,"10,309",0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,91,91,0,0,0,0,,,,,R86059,R86059
R86071,FT,0,0,0,0,0,0,0,"16,172","15,389","17,156","17,667","17,828","18,912","16,862","1,245",7%,,,0,0,0,0,0,0,0,"16,172","15,389","17,156","17,667","17,828","18,912","16,862",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86061,R86061
R86072,PT,0,0,0,0,0,0,0,0,"1,200","1,200",653,648,648,648,-5,-1%,,,0,0,0,0,0,0,0,0,"1,200","1,200",653,648,648,648,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86062,R86062
R86073,PT,0,0,0,0,0,0,0,"15,290","2,400","2,400","1,200","1,200","1,200","1,200",0,0%,,,0,0,0,0,0,0,0,"15,290","2,400","2,400","1,200","1,200","1,200","1,200",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86063,R86063
R86075,FT,0,0,0,0,0,0,0,"33,482","37,294","30,937","30,243","29,901","30,249","27,706",6,0%,,,0,0,0,0,0,0,0,"33,482","37,294","30,937","30,243","29,901","30,249","27,706",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86066,R86066
R86076,PT,0,0,0,0,0,0,0,0,"3,513","4,638","2,592","3,660","2,582","3,718",-10,0%,,,0,0,0,0,0,0,0,0,"3,513","4,455","2,409","3,480","2,402","3,538",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,183,183,180,180,180,,,,,R86067,R86067
R86077,FT,0,0,0,0,0,0,0,"18,967","17,979","16,630","22,361","19,070","19,032","18,803","-3,329",-15%,,,0,0,0,0,0,0,0,"18,967","17,979","16,630","22,361","19,070","19,032","18,803",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86068,R86068
R86078,FT,0,0,0,0,0,0,0,"35,195","37,267","27,646","28,963","28,097","28,637","29,980",-326,-1%,,,0,0,0,0,0,0,0,"35,195","37,267","27,646","28,963","28,097","28,637","29,980",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86069,R86069
R86079,FT,0,0,0,0,0,0,0,"19,888","26,406","21,513","20,725","22,196","15,884","13,455","-4,841",-23%,,,0,0,0,0,0,0,0,"19,888","26,406","21,513","20,725","22,196","15,884","13,455",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86071,R86071
R86081,FT,0,0,0,0,0,0,0,"8,023","7,246","11,406","10,506","9,741","10,647","10,513",141,1%,,,0,0,0,0,0,0,0,"8,023","7,246","11,406","10,506","9,741","10,647","10,513",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86072,R86072
R86082,FT,0,0,0,0,0,0,0,"26,446",0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,"26,446",0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86073,R86073
R86083,FT,0,0,0,0,0,0,0,"2,219","9,667","8,709","10,680","10,767","9,320","7,830","-1,360",-13%,,,0,0,0,0,0,0,0,"2,219","9,667","8,709","10,680","10,767","9,320","7,830",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86075,R86075
R86085,FT,0,0,0,0,0,0,0,"15,805","18,771","13,740","13,336","13,667","12,963","12,900",-373,-3%,,,0,0,0,0,0,0,0,"15,805","18,588","13,557","13,153","13,487","12,783","12,720",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,183,183,183,180,180,180,,,,,R86076,R86076
R86086,PT,0,0,0,0,0,0,0,"24,296","14,200","11,368",327,"12,795","14,413",96,"14,086",4313%,Jul'24 Reactivate,,0,0,0,0,0,0,0,"24,296","14,109","11,277",327,"12,795","14,317",0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,91,91,0,0,96,96,,,,,R86077,R86077
R86087,FT,0,0,0,0,0,0,0,"24,172","17,705","18,540","18,053","16,433","15,627","17,057","-2,426",-13%,,,0,0,0,0,0,0,0,"24,172","16,497","14,666","15,773","15,003","14,348","15,778",,0,0,0,0,0,0,0,0,0,"2,946","1,779","1,070",919,919,,0,0,0,0,0,0,0,0,843,563,136,0,0,0,,0,0,0,0,0,0,0,0,365,365,365,360,360,360,,,,,R86078,R86078
R86088,FT,0,0,0,0,0,0,0,"14,042","14,014","15,518","14,618","14,511","16,585","15,173","1,967",13%,,,0,0,0,0,0,0,0,"14,042","14,014","15,518","14,618","14,511","16,585","15,173",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86079,R86079
R86089,PT,0,0,0,0,0,0,0,0,"2,583","4,206","4,823","4,109","3,942","4,375",-881,-18%,,,0,0,0,0,0,0,0,0,"2,400","4,023","4,640","3,929","3,762","4,195",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,183,183,183,180,180,180,,,,,R86081,R86081
R86091,FT,0,0,0,0,0,0,0,"13,952","12,336","12,127","14,605","19,379","19,990","12,086","5,385",37%,,,0,0,0,0,0,0,0,"13,952","12,062","11,853","14,331","19,103","19,714","11,810",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,274,274,274,276,276,276,,,,,R86082,R86082
R86092,FT,0,0,0,0,0,0,0,"5,920",0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,"5,920",0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86083,R86083
R86093,PT,0,0,0,0,0,0,0,"15,331","28,140","26,133","27,494","26,791","29,251","26,802","1,757",6%,,,0,0,0,0,0,0,0,"15,331","28,140","26,133","27,494","26,791","29,251","26,802",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86085,R86085
R86095,FT,0,0,0,0,0,0,0,"24,900","21,230","25,353","26,698","25,334","24,726","25,822","-1,972",-7%,,,0,0,0,0,0,0,0,"24,900","20,865","24,988","26,333","24,974","24,366","25,462",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,365,365,365,360,360,360,,,,,R86086,R86086
