Snowball Map,Company / Account,Street,City,Zip/Postal Code,State/Province (text only),MobilePrimary,BusinessPhone
89781,Hana Teriyaki,8401 Gateway Blvd W,El Paso,79925,TX,,9156005002
89782,Sunny's Sushi,"7460 Cimarron Market, Bldg 3 Ste 100",El Paso,79911,TX,,9156005818
89783,Sushi Time,"9100 Viscount Blvd, Ste I",El Paso,79925,TX,,9156338030
89784,Moshi Box,,El Paso,79835,TX,,9157311668
89785,Hamachi Sushi,"9861 Dyer St, Ste 24",El Paso,79924,TX,,9157555180
89786,The Sushi Place & Lounge,"5905 N Mesa St, Ste A",El Paso,79912,TX,,9157604343
89787,Mirai Bowl,"6560 Montana Ave, Ste 5",El Paso,79925,TX,,9157750022
89788,Yongs Bowl,"12430 Edgmere Blvd, Ste 210",El Paso,79938,TX,,9158498806
89789,Kee's Teriyaki & Sushi,"11660 Montwood Dr, Ste P",El Paso,79936,TX,,9158559100
89790,Shiro Japanese Sushi Bistro,107 W Jones Ave,San Antonio,78215,TX,,9166002514
89791,Chinos Fusion Hacienda,"6705 W Hwy 290, Ste 608",Austin,78735,TX,,5122962761
89792,The Peached Tortilla,"5520 Burnet Rd, Ste 100",Austin,78756,TX,,5123304439
89793,Nancy's Sky Garden,10900 Lakeline Mall Dr,Austin,78717,TX,,5123379030
89794,NoRa Asian Fresh,"9308 Anderson Mill Rd, Ste 500",Austin,78729,TX,,5123581181
89795,Sushi by Scratch Restaurants,575 Hyatt Lost Pines Rd,Cedar Creek,78612,TX,,5123608601
89796,Uncle Buda,12406 Old San Antonio Rd,Manchaca,78652,TX,,5123611138
89797,Xian Sushi and Noodle,"3906 Gattis School Rd, Ste A",Round Rock,78664,TX,,5123820193
89798,Eurasia Sushi Bar & Seafood,"7101 W Hwy 71, Ste C-13",Austin,78735,TX,,5123820968
89799,Miyo Yakitori & Sushi,"8701 W Parmer Ln, Ste 2128",Austin,78729,TX,,5123835218
89800,East Side King,2310 S Lamar Blvd,Austin,78704,TX,,5123838382
89801,Umi Sushi Bar & Grill,"5510 I-35, Ste 400",Austin,78745,TX,,5123838681
89802,Tsukimi,"12400 N Interstate 35 Exit 245, Ste A-111",Austin,78753,TX,,5123861037
89803,Michi Ramen,6519 N Lamar Blvd,Austin,78752,TX,,5123861908
89804,Great Wall Express,4500 E Palm Valley,Round Rock,78665,TX,,5123889885
89805,Sushi Junai Omakase,"315 Congress Ave, Ste 100",Austin,78701,TX,,5124013822
89806,Ichi-Umi Ramen & Poke,"2525 W Anderson Ln, Ste 120",Austin,78757,TX,,5124079000
89807,Max's Fusion & Bar,"800 W Whitestone Blvd, Ste B-5",Cedar Park,78613,TX,,5124265423
89808,Sazan Ramen,6929 Airport Blvd #146,Austin,78752,TX,,5124325474
89809,Simply Ramen and Gyoza,"12918 Shops Pkwy, Ste 300",Austin,78738,TX,,5124336773
89810,Rice Ball,6929 Airport Blvd,Austin,78752,TX,,5124336872
89811,Bluefin Sushi & Ramen - Lakeway,"2422 Ranch Road 620 S, Unit A100",Lakeway,78734,TX,,5124368188
89812,Lucky Robot,1303 S Congress Ave,Austin,78704,TX,,5124448081
89813,Sushi Hi,"8557 Research Blvd, Ste 146",Austin,78758,TX,,5124778433
89814,Misaki - Ramen,"3001 Joe Dimaggio Blvd, Ste 1200",Round Rock,78665,TX,,5125025179
89815,Marufuku Ramen,"1900 Aldrich St, Ste 180",Austin,78723,TX,3105628221,5125035003
89816,Yummi Tacos & More,"12518 Research Blvd, Ste M",Austin,78759,TX,,5125068780
89817,Uroko,"1023 Springdale Rd, Bldg 1, Ste C",Austin,78721,TX,,5125204004
89818,Greens Garden - Round Rock,"1105 S Mays St, Ste 300",Round Rock,78664,TX,,5125208383
89819,Sugar Pine,8578 Research Blvd,Austin,78758,TX,,5125209046
89820,Yoshiko,"8900 S Congress Ave, Bldg 2 Ste 200",Austin,78745,TX,,5125209348
89821,Sa-Tén @ Canopy,"916 Springdale Rd, Bldg 3, Ste 101",Austin,78702,TX,,5125241544
89822,Takara Sushi & Asian Bistro,"1335 E Whitestone Blvd, Ste T-140",Cedar Park,78613,TX,,5125285449
89823,Soto South Lamar,"1100 S Lamar Blvd, Ste 2115",Austin,78704,TX,,5125319142
89824,Com Bun Yeu,Bouldin Creek,Austin,78704,TX,,5125741149
89825,Los Japoneses,7110 Cameron Rd,Austin,78752,TX,,5125877011
89826,Joi,"3120 Palm Way, Ste 150",Austin,78758,TX,,5126151070
89827,Bon Japanese Cuisine,"3500 Ranch Rd 620 S, Ste B-100",Austin,78738,TX,,5126450208
89828,Umami Sushi,"700 N Lbj Dr, Ste 105",San Marcos,78666,TX,,5126677903
89829,Xian Sushi and Noodles,"200 Springtown Way, Ste 138",San Marcos,78666,TX,3474597380,5126679399
89830,Iron Fish Sushi & Grill,"900 Pecan St E, Ste 800",Pflugerville,78660,TX,,5126702480
89831,Sushi Nini,"117 Louis Henna Blvd, Ste 160",Round Rock,78664,TX,,5126716464
89832,Sushi Junai 2,2500 W Parmer Ln,Austin,78727,TX,,5127163922
89833,Sarku Japan,2901 S Capital of Texas Hwy Space #VC - 03,Austin,78746,TX,,5127174389
89834,RA Sushi Bar Restaurant,"117 W 4th St, Ste 300",Austin,78701,TX,,5127262130
89835,Fukumoto Sushi & Yakitori,514 Medina St,Austin,78702,TX,,5127706880
89836,The Rice Is Right,2500 W New Hope Dr,Cedar Park,78613,TX,,5127712720
89837,Fujiyama Japanese Steakhouse,"4815 W Braker Ln, Ste 580",Austin,78759,TX,,5127958333
89838,Musashino Sushi Dokoro,"2905 San Gabriel St, Ste 200",Austin,78705,TX,,5127958593
89839,Ichi Umi Sushi,"9503 Research Blvd, Ste 500",Austin,78759,TX,,5127958666
89840,Express Teriyaki & Grill,9616 N Lamar Blvd Austin,Austin,78753,TX,,5128211089
89841,Tomodachi Sushi,"4101 W Parmer Ln, Ste E",Austin,78727,TX,,5128219472
89842,JINYA Ramen Bar - Austin,"3210 Esperanza Xing, Ste 130",Austin,78758,TX,,5128297779
89843,Mikado Ryotei,"9033 Research Blvd, Ste 100",Austin,78758,TX,,5128338188
89844,Sushi Zushi,3221 Feathergrass Ct,Austin,78758,TX,,5128348100
89845,Sa-Ten,4917 Airport Blvd,Austin,78751,TX,,5128400090
89846,Char Atx,5333 Fleming Ct,Austin,78744,TX,,5128427733
89847,SXSE Food,"415 St Elmo Rd, Ste 1-D2",Austin,78745,TX,,5129025048
89848,Uchiko Austin,"4200 N Lamar Blvd, Ste 140",Austin,78756,TX,,5129164808
89849,Hanara Sushi & Grill,"10000 Research Blvd, Ste 139",Austin,78759,TX,,5129344873
89850,Bluefin Sushi Bar & Ramen,"5400 Brodie Ln, Ste 1200",Sunset Valley,78745,TX,,5129531200
89851,Michi Ramen,"8650 Spicewood Springs Rd, Ste 115",Austin,78759,TX,,5129538143
89852,Umiya Leander,"3550 Lakeline Blvd, Ste 100",Leander,78641,TX,,5129864025
89853,EurAsia Ramen,"1335 E Whitestone Blvd, Ste T110",Cedar Park,78613,TX,,5129867484
89854,Bar Peached,1315 W 6th St,Austin,78703,TX,,5129920666
89855,Qiu Sushi and Tea Bar,6005 Kissena Blvd,Flushing,11355,NY,,9172596564
89856,Yakiniku Tohbay,"253 West 55th St, Fl 2",New York,10019,NY,,9172612165
89857,DokoDemo,89 E 4th St,New York,10003,NY,,9172615228
89858,Maki Kosaka,55 W 19th St,New York,10011,NY,,9172615538
89859,Ramen Danbo,48 Carmine St,New York,10014,NY,,9172617355
89860,Poke Bowl,80 Broad St,New York,10004,NY,,9172658179
89861,Sushi on Jones,348 Bowery,New York,10012,NY,,9172701815
89862,O Ramen & Dim Sum M ÃÂ Yuki Sushi,"37 Allen St,",New York,10002,NY,,9174090429
89863,Sushi 456,456 Hudson St,New York,10014,NY,,9174090606
89864,Kyuramen - Times Square,315 W 46th St,New York,10036,NY,,9174092524
89865,Yoshino,342 Bowery,New York,10012,NY,,9174441988
89866,Rescuerolls,,Staten Island,10313,NY,,9175337124
89867,Chopped Parsley,500 W 146th St,New York,10031,NY,,9176033181
89868,Le Moment,69-38 Grand Ave,Queens,11378,NY,,9176075522
89869,K-Bap,62 W 56th St,New York,10019,NY,,9176393814
89870,FIELDTRIP Harlem,109 Malcolm X Blvd,New York,10026,NY,,9176393919
89871,MI-NE Deli,496 6th Ave,New York,10011,NY,,9176756942
89872,Dai Hachi Sushi,1074 2nd Ave,New York,10022,NY,,2128880788
89873,Shiki Omakase,71 W Houston St,New York,10012,NY,,9178085205
89874,Ishi Omakase & Premium Sake,70 5th Ave,Brooklyn,11217,NY,,9179091935
89875,Takumi Taco,"570 Lexington Ave, Urbanspace",New York,10022,NY,,9179356928
89876,Sake Japanese Restaurant,910 Washington Street,Braintree,2184,MA,,9185585381
89877,YoHo Hibachi and Sushi Burrito,411 West Morgan St,Raleigh,27603,NC,,9192101796
89878,Hibachi K Express,4001 Wide Waters Pkwy,Knightdale,27545,NC,,9192178875
89879,Hibachi 88,3416-100 Poole Rd,Raleigh,27610,NC,,9192311688
89880,Hibachi Sushi,3217 Avent Ferry Rd,Raleigh,27606,NC,,9192339119
89881,Rockin Rolls Sushi Express,"3405 Hillsborough Rd, Ste E",Durham,27705,NC,,9192518822
89882,KoKyu,"245 NC-54, Ste 105",Durham,27713,NC,,9192519017
89883,Dashi,415 E Chapel Hill St,Durham,27701,NC,,9192519335
89884,CO,101 Park At N Hills St,Raleigh,27609,NC,,9192582070
89885,Teriyaki Madness,2823 3rd Ave S,Fort Dodge,50501,IA,,5152061179
89886,Hana Ramen Sushi,"7450 Bridgewood Blvd, Ste 205",West Des Moines,50266,IA,,5152229998
89887,Waterfront Seafood Market,"2900 University Ave, Ste 130",West Des Moines,50266,IA,,5152235106
89888,Wasabi - Johnston,"8705 Chambery Blvd, Ste 700",Johnston,50131,IA,,5152529998
89889,Sushi A Go Go,5498 Merle Hay Rd,Johnston,50131,IA,,5152760927
89890,Miyabi 9,512 E Grand Ave,Des Moines,50309,IA,,5152888885
89891,Pho Shobu,"8950 University Ave, Ste 103",West Des Moines,50266,IA,,5153002260
89892,Fong's Pizza - Des Moines,223 4th St Des Moines,Des Moines,50309,IA,,5153233333
89893,Mandarin Grill & Sushi Bar,"1250 NW 128th St, Ste 100",Clive,50325,IA,,5153275988
89894,Taki Steakhouse,"2677 86th St, Ste 2601",Urbandale,50322,IA,,5153313030
89895,Blue Sushi Sake Grill,316 Court Ave,Des Moines,50309,IA,,5153796800
89896,Ninja Sushi Steak House,407 S 25th St,Fort Dodge,50501,IA,,5154082588
89897,Banana Leaf,5515 Mills Civic Pkwy,West Des Moines,50266,IA,,5154400854
89898,Ichiban Japanese Restaurant,117 Welch Ave,Ames,50014,IA,,5154505004
89899,WASABI AMES,926 S 16th St,Ames,50010,IA,,5154505068
89900,Wasabi Chi,5418 Douglas Ave,Des Moines,50310,IA,,5155288208
89901,Teriyaki House,"9250 University Ave, Ste 106",West Des Moines,50266,IA,,5156950264
89902,Oh Sushi,2815 Beaver Ave,Des Moines,50310,IA,,5158596146
89903,Teriyaki Boys,801 Bass Pro Dr NW,Altoona,50009,IA,,5159570879
89904,Tokyo Steakhouse,113 SE Delaware Ave,Ankeny,50021,IA,,5159638898
89905,Wasabi,"9500 University Ave, Ste 2101",West Des Moines,50266,IA,,5159876080
89906,Ninja Sushi Ramen,765 SE Alice's Rd,Waukee,50263,IA,,5159876663
89907,Yaya Tea - Hicksville,131 N Broadway,Hicksville,11801,NY,,5162161101
89908,Benihana,920 Merchants Concourse,Westbury,11590,NY,,5162226091
89909,Pokeworks,8285 Jericho Tpke,Woodbury,11797,NY,,5162244405
89910,Asian Fusion,66 School St,Glen Cove,11542,NY,,5162771892
89911,Nova Asian Bistro,1215 Jericho Tpke,New Hyde Park,11040,NY,,5162808866
89912,316 Ramen,2823 Jerusalem Ave North Bellmore,North Bellmore,11710,NY,,5163030819
89913,Moshi Moshi,1046 W Beech St,Long Beach,11561,NY,,5163031277
89914,kiko Ramen,361 Nassau Blvd,Garden City South,11530,NY,,5163079211
89915,Shintaro Japanese Restaurant,78 Covert Ave,Stewart Manor,11530,NY,,5163263369
89916,Stop Chop & Roll,119 Ave,Cedarhurst,11516,NY,,5163417874
89917,Sarku Japan,630 Old Country Rd Space 2101,Garden City,11530,NY,,5163575654
89918,Island Poke - Massapequa Park,1036A Park Blvd,Massapequa Park,11762,NY,,5163780888
89919,Primehouse,910 Franklin Ave,Garden City,11530,NY,,5164164264
89920,Himawari,116 E Park Ave,Long Beach,11561,NY,,5164314768
89921,Ichi Japanese Cuisine,214 Jericho Turnpike,Floral Park,11001,NY,,5164374552
89922,Nikkei of Peru,55 Shore Rd,Port Washington,11050,NY,,5164394201
89923,Ikedo Ramen,983 Port Washington Blvd,Port Washington,11050,NY,,5164415780
89924,Hudsons on the Mile,340 Woodcleft Ave,Freeport,11520,NY,,5164425569
89925,Kashi Japanese - Rockville Centre,222 Sunrise Hwy,Rockville Centre,11570,NY,,5164427600
89926,Elite Pizza,94 Middle Neck Rd,Great Neck,11021,NY,,5164662233
89927,Oma's Sushi and Grill,492 Hempstead Ave,West Hempstead,11552,NY,,5164813781
89928,Rare650,650 Jericho Tpke,Syosset,11791,NY,,5164968000
89929,Timi Sushi,424 Jericho Turnpike,Syosset,11791,NY,,5164968883
89930,Okinii,216 Thompson St,New York,10012,NY,,5165043615
89931,Kasumi Japanese Restaurant,"25 Cutter Mill Rd, Ste 5",Great Neck,11021,NY,,5165044462
89932,Ocean Code Handroll Bar (12pm open),227 Old Country Rd,Carle Place,11514,NY,,5165446199
89933,Sushivogue,8063 Jericho Turnpike,Woodbury,11797,NY,,5165889900
89934,Kashi,2736 Merrick Rd,Bellmore,11710,NY,,5165907776
89935,Mr J Sushi,3103 N Jerusalem Rd,Levittown,11756,NY,,5165957000
89936,Poketo,2251 Rd,Merrick,11566,NY,,5166009410
89937,Asahi Hibachi Sushi,161 Union Ave,Lynbrook,11563,NY,,5166127008
89938,Izumi Sushi and Hibachi Steak house,2931 Hempstead Tpke,Levittown,11756,NY,,5166229388
89939,Ruby Crab Restaurant,4037 Hempstead Turnpike,Bethpage,11714,NY,,5166445688
89940,Shi Wei Tian,947 Willis Ave,Albertson,11507,NY,,5166676300
89941,Sushi Kaiyo,92 Main St,Mineola,11501,NY,,5167390093
89942,Miso Ramen and Hibachi,228 Old Country Rd,Mineola,11501,NY,,5167421768
89943,Big Bang Sushi & Poke,342 Hempstead Tpk,West Hempstead,11552,NY,,5167508889
89944,The Bowl,88A Atlantic Ave,Lynbrook,11563,NY,,5167587500
89945,Shoshaku,68 Middle Neck Rd,Great Neck,11021,NY,,5167800677
89946,One Piece Ramen,348 Newbridge Rd,East Meadow,11554,NY,,5168048899
89947,Taka Sushi Japanese Restaurant,821 Carman Ave,"Westbury,",11590,NY,,5168760033
89948,Tinbu Asian,636 Willis Ave,Williston Park,11596,NY,,5168778128
89949,Sushi Tokyo,337 Central Ave,Lawrence,11559,NY,,5168822244
89950,Restaurant Yamaguchi,49 Main St,Port Washington,11050,NY,,5168833500
89951,Sherry Blossom,78 W Park Ave,Long Beach,11561,NY,,5168891200
89952,Shogun Hibachi Asian Cuisine,4556 Austin Blvd,Island Park,11558,NY,,5168898865
89953,Point Lookout Clam Bar,99 Bayside Dr,Point Lookout,11569,NY,,5168974024
89954,Nomiya,630 Old Country Rd,Garden City,11530,NY,,5169162923
89955,Tiga,43 A Main St,Port Washington,11050,NY,,5169189993
89956,Tofu Japanese Health Food,8025 Jericho Tpke,Woodbury,11797,NY,,5169217981
89957,Fukee Asian Cuisine,440 North Wantagh Ave,Bethpage,11714,NY,,5169337225
89958,Japan Express,1056 Old Country Rd,Plainview,11803,NY,,5169388888
89959,Bespoki Bowl,122 4th St,Troy,12180,NY,,5182445347
89960,Oishi Asian Cuisine,406 Sacandaga Rd,Schenectady,12302,NY,,5182800119
89961,U2 JAPAN,600 N Greenbush Road,Rensselaer,12144,NY,,5183263528
89962,Unagi Sushi,118 4th St,Troy,12180,NY,,5183264300
89963,Sushi Siam,928 Gateway Commons Cir,Wake Forest,27587,NC,,9192638241
89964,The Poke Jar,28 S Main St,Castleton-on-Hudson,12033,NY,,5183364404
89965,Akanomi,"2568 Western Ave, Ste 107",Altamont,12009,NY,,5183570888
89966,Koi Express,488 State Rt 37,Hogansburg,13655,NY,,5183582829
89967,Jade Bistro,120 Mohawk Ave,Scotia,12302,NY,,5183776637
89968,China Max,"93 West Campbell Rd, Food Court",Schenectady,12306,NY,,5183880003
89969,Tanpopo Ramen and Sake Cafe,893 Broadway,Albany,12207,NY,,5184519868
89970,Capital Thai,997 Central Ave,Albany,12205,NY,,5184894840
89971,Sushi Wa,368 Broadway,Fort Edward,12828,NY,,5185021658
89972,YAMA Sushi,62 Margaret St,Plattsburgh,12901,NY,,5185668885
89973,Sushi Prime 88,"300 Clifton Corporate Pkwy, Ste 310 Bldg 300",Clifton Park,12065,NY,,5185790626
89974,Osaka Chinese Inc,3084 Rt 50,Saratoga Springs,12866,NY,,5185811900
89975,OKIPOKI,"41 State St, Ste 107",Albany,12207,NY,,5185963131
89976,SHWE Burmese Restaurant,909 Broadway,Rensselaer,12144,NY,,5185990047
89977,Kuma Ani,"109 Wolf Rd, Ste 1",Albany,12205,NY,,5185995015
89978,"Kazan BBQ, Ramen, & Bar",1 Crossgates Mall Rd,Albany,12203,NY,,5186081087
89979,Niji Asian Bistro,2612 Guilderland Ave,Schenectady,12306,NY,,5186305156
89980,Hanzo Japanese Steakhouse,"102 Van Rensselaer Sq, Ste M, Shoprite Plaza",North Greenbush,12144,NY,,5186507212
89981,Azuma Sushi Bistro,2452 Route 9,Malta,12020,NY,,5186636888
89982,Soho Asian Bistro,751 Columbia Tpke,East Greenbush,12061,NY,,5186667888
89983,Joti Asian Restaurant,2183 Rt 9,Lake George,12845,NY,,5186855131
89984,Tokyo Steakhouse,940 Route 9,Queensbury,12804,NY,,5187988288
89985,Sawa Sushi Bistro,392 Feura Bush Rd,Glenmont,12077,NY,,5188160888
89986,Kobe Hibachi,1214 Troy Schenectady Rd,Latham,12110,NY,,5188984998
89987,Sushi Bomb,,Tucson,85705,AZ,,5202685719
89988,Fat Noodle,811 E Wetmore Rd,Tucson,85719,AZ,,5202697603
89989,Sushi Gon Estilo Sinaloa,575 S Arizona Blvd,Coolidge,85128,AZ,,5202893856
89990,Sarku Japan,4500 N Oracle Rd FC-02,Tucson,85705,AZ,,5202931192
89991,Kelly's Cajun Grill,"4500 N Oracle Rd Ste Fc04, FC 4",Tucson,85705,AZ,,5202937330
89992,Sushi To Go & More,"7755 E Golf Links, Ste 107",Tucson,85730,AZ,,5202960432
89993,Ezbachi Izakaya,"63 E Congress St, Ste 121 Tucson",Tucson,85701,AZ,,5203083032
89994,O Sushi Restaurant,4689 E Speedway Blvd,Tucson,85712,AZ,,5203256552
89995,El Sushi de PapÃÂ¡,4762 S 12th Ave,Tucson,85714,AZ,,5203688591
89996,Kiwami Ramen,4610 E Speedway Blvd,Tucson,85712,AZ,,5203722838
89997,My Place,1081 E Fry Blvd,Sierra Vista,85635,AZ,,5204581743
89998,Bunbuku Japanese Restaurant,297 W Fry Blvd,Sierra Vista,85635,AZ,,5204586993
89999,Takoyaki Balls,,Tucson,85706,AZ,,5204882580
90000,Fresh Sushi Pho,7159 E Broadway Blvd,Tucson,85710,AZ,,5205006267
90001,Takamatsu,5532 E Speedway Blvd,Tucson,85712,AZ,,5205120800
90002,JA Ramen Curry,54 W Congress St,Tucson,85701,AZ,,5205262873
90003,Ginza Sushi,"5425 N Kolb Rd, Ste 115",Tucson,85750,AZ,,5205298877
90004,Global Fusion,"9105 E Tanque Verde Rd, Ste 103",Tucson,85749,AZ,,5205992452
90005,Ryuu Sushi Express,250 E Grant Rd,Tucson,85705,AZ,,5206191472
90006,Sushi Lito,5420 S 12th Ave,Tucson,85706,AZ,,5206394863
90007,OKIROKI SUSHI WINGS,349 W Mariposa Rd,Nogales,85621,AZ,,5207611080
90008,Sakari Sushi,2962 N Campbell Ave,Tucson,85719,AZ,,5207718877
90009,Ling & Louie's Asian Bar and Grill,"5040 Wild Horse Pass Blvd, Wild Horse Pass Hotel & Casino Chandler",Chandler,85226,AZ,,5207967281
90010,JA Ramen Curry,2643 N Campbell Ave,Tucson,85719,AZ,,5208009569
90011,Sarku Japan,5870 E Broadway Blvd Ste 556,Tucson,85711,AZ,,5208499334
90012,IOU Sushi III,"4280 N Oracle Rd, Ste 108",Tucson,85705,AZ,,5208873967
90013,Sushi Cortaro On River,"75 W River Rd, Ste 181",Tucson,85704,AZ,,5208881886
90014,Samurai Sombrero,7889 E 22nd St,Tucson,85710,AZ,,5209995938
90015,Hibachi 88,675 Mills Park Dr,Cary,27519,NC,,9192679988
90016,Sarkus Express,3094 S Horner Blvd,Sanford,27332,NC,,9192922660
90017,Vine Sushi & Thai,607 Broad St,Durham,27705,NC,,9192948382
90018,M Pocha,101 E Chapel Hill St,Durham,27701,NC,,9192949177
90019,Ninja Hibachi & Burger,997 Henderson St,Mount Olive,28365,NC,,9192994742
90020,Hibachi & Company,2316 Hillsborough St,Raleigh,27607,NC,,9193018888
90021,"Yamato Steak, Seafood & Sushi Bar",700 E Williams St,Apex,27502,NC,,9193038088
90022,Miso Ramen Bar,"2409 Crabtree Blvd, Ste 104",Raleigh,27604,NC,,9193073032
90023,Oishi Japanese Cuisine,2526 Hillsborough St,Raleigh,27607,NC,,9193220828
90024,Chai's Asian Bistro,8347 Creedmoor Rd,Raleigh,27613,NC,,9193413715
90025,Fuji Japanese Restaurant,4900 Apex Hwy,Durham,27707,NC,,9193610055
90026,Sushi Suyu,"301 N Salem St, Ste 105",Apex,27502,NC,,9193676419
90027,Japan Express,"3409 Hillsborough Rd, Ste K",Durham,27705,NC,,9193849897
90028,Sushioki,"4900 NC-55, Ste 510",Durham,27713,NC,,9194057121
90029,Asian Bistro,1318 S Main St,Wake Forest,27587,NC,,9194358880
90030,Thai Cafe,3309 Rogers Rd,Wake Forest,27587,NC,,9194531679
90031,ShabaShabu,3080 Wake Forest Rd,Raleigh,27609,NC,,9195017755
90032,Iza Whiskey & Eats,"370 E Main St, Ste 140",Carrboro,27510,NC,,9195378645
90033,Golden Sakura Restaurant,12516-104 Capital Blvd,Wake Forest,27587,NC,,9195548828
90034,Yummi Japan,7216 Gb Alford Hwy,Holly Springs,27540,NC,,9195577216
90035,Akashi,"2223 E Nc Highway 54, Ste RS",Durham,27713,NC,,9195729444
90036,Hibachi 101,"7870 Alexander Promenade Pl, Ste 100",Raleigh,27617,NC,,9195962888
90037,Sushi Mama's,,Apex,27523,NC,,9196067131
90038,Poke Burri Raleigh,6613 Falls Of Neuse Rd,Raleigh,27615,NC,,9196154016
90039,Masa Sushi & Ramen,2757 NC-55 Hwy,Cary,27519,NC,,9196297100
90040,MC Restaurant,324 S Academy St,Cary,27511,NC,,9196501738
90041,Hibachi 88,"6213 Rock Quarry Rd, Ste 116",Raleigh,27610,NC,,9196628899
90042,Oiso Sushi and Korean,1305 NW Maynard Rd,Cary,27513,NC,,9196657587
90043,Crispy Gyoza,,Durham,27701,NC,,9196667581
90044,KÃÂ Ãân,2800 Renaissance Park Pl,Cary,27513,NC,,9196779229
90045,Luli Sushi,1204 N Horner Blvd,Sanford,27330,NC,,9197180016
90046,Thaiphoon Bistro,"301 Glenwood Ave, Ste 190",Raleigh,27603,NC,,9197204034
90047,The Laughing Owl,100 N Center St,Goldsboro,27530,NC,,9197343233
90048,M Tempura,111 Orange St,Durham,27701,NC,,9197483874
90049,Hibachi 88,"8410 Louisburg Rd, Ste 110",Raleigh,27616,NC,,9197526288
90050,Teriyaki Express,2610 S Horner Blvd,Sanford,27332,NC,,9197750494
90051,The Cowfish Sushi Burger Bar,"4208 Six Forks Rd, Ste 100",Raleigh,27609,NC,,9197840400
90052,Little Tokyo Teppanyaki Grill,5959 Triangle Town Blvd,Raleigh,27616,NC,,9197920111
90053,Umami On Wheels,3123 Garden Rd,Burlington,27215,NC,,9197935551
90054,Akira Hibachi Express,108 Siler Crossing,Siler City,27344,NC,,9197997559
90055,Zanyu Asian Noodles,"8450 Honeycutt Rd, Unit 112",Raleigh,27615,NC,,9198031340
90056,Budacai,120 E Martin St,Raleigh,27601,NC,,9198034005
90057,Genji Sushi Bars Raleigh,"3540 Wade Ave, Located Within Whole Foods Market",Raleigh,27607,NC,,9198285805
90058,Ajisai Japanese Fusion,427 Woodburn Rd,Raleigh,27605,NC,,9198319907
90059,Sushi O Bistro and Sushi Bar,222 Glenwood Ave,Raleigh,27603,NC,,9198388868
90060,NC Japan Express,"9660 Falls Of Neuse Rd, Falls Pointe Shopping Center",Raleigh,27615,NC,,9198461672
90061,Hibachi 88,"4900 Nc Hwy 55, Unit 110",Durham,27713,NC,,9198648387
90062,Itaewon Grill,"2608 Erwin Rd, Ste 132",Durham,27705,NC,,9198649742
90063,Kai Sushi and Sake Bar,"7713 Lead Mine Rd, Ste 11",Raleigh,27615,NC,,9198704923
90064,Hibachi Japan,4001 Wake Forest Rd,Raleigh,27609,NC,,9198788880
90065,Umami Asian Bistro,2420 Hillsborough St,Raleigh,27607,NC,,9198968020
90066,The Katsu,411 W Morgan St,Raleigh,27603,NC,,9199008163
90067,Japan Express,106 S Estes Dr,Chapel Hill,27514,NC,9199038050,9199038050
90068,Spicy 9 Sushi Bar & Asian Restaurant,"140 W Franklin St, Ste 150",Chapel Hill,27516,NC,,9199039335
90069,M Sushi,311 Holland St,Durham,27701,NC,,9199089266
90070,JAPAN XO,"7811 Middle Poyner Dr, Ste 101",Raleigh,27616,NC,,9199165150
90071,Dank Burrito,500 E Davie St,Raleigh,27601,NC,,9199177521
90072,OiShii,"1129 Weaver Dairy Rd, Ste M",Chapel Hill,27514,NC,,9199327002
90073,Kobe,101 Venture Dr,Smithfield,27577,NC,,9199383200
90074,Flair Restaurant,50100 Governors Dr Chapel Hill,Chapel Hill,27517,NC,,9199679990
90075,Genji Ramen and Sushi Bars,81 South Elliot,Chapel Hill,27514,NC,,9199681983
90076,Lantern,423 W Franklin St,Chapel Hill,27516,NC,,9199698846
90077,Pokeworks,122 W Main St,Durham,27701,NC,,9199733372
90078,Kazu Hibachi,8111 Creedmoor Rd,Raleigh,27613,NC,,9199778999
90079,Momiji,"122 Oregon Coast Hwy, Ste B",Newport,97365,OR,,5412070476
90080,Pacific Sushi & Grill,613 Chetco Ave Brookings,Brookings,97415,OR,,5412517707
90081,Lebanon Teriyaki,1250 E Grant St,Lebanon,97355,OR,,5412588030
90082,Asiatico Waterfront Fusion Sushi,875 SW Bay Blvd,Newport,97365,OR,,5412658387
90083,Sumin's Restaurant,298 S Broadway,Coos Bay,97420,OR,,5412670119
90084,Kawa River - Sushi & Asian Bistro,121 Depot St,Rogue River,97537,OR,,5412990027
90085,Shiki Hibachi Sushi - Hermiston,1240 N 1st St,Hermiston,97838,OR,,5413031558
90086,Sarku Japan Valley River,293 Valley River Center Unit G-13,Eugene,97401,OR,,5413038285
90087,Poke Row,2735 NW Crossing Dr,Bend,97701,OR,,5413066796
90088,Poke Qube,5353 NE Sandy Blvd,Portland,97213,OR,,5413314354
90089,Ojisan's Ramen,"88 Jackson St, Thinking Tree Spirits",Eugene,97402,OR,,5413373116
90090,Fuji Japanese Steak House,281 Valley River Ctr,Eugene,97401,OR,,5413443888
90091,Cart De Frisco,1301 Kincaid St,Eugene,97402,OR,,5413450206
90092,Izakaya Jinsei,1249 Alder St,Eugene,97401,OR,,5413453533
90093,The Spoon 2.0,48396 US-101,Langlois,97450,OR,,5413481048
90094,Moi Poki Grill Broadway,490 E Broadway,Eugene,97401,OR,,5413488700
90095,Modern Taco,103 4th St,Hood River,97031,OR,,5413872454
